Identifier,Edition Statement,Place of Publication,Date of Publication,Publisher,Title,Author,Contributors,Corporate Author,Corporate Contributors,Former owner,Engraver,Issuance type,Flickr URL,Shelfmarks
001454483,"13th ed., carefully rev. and corr.",stk,1847,Oliver & Boyd,Dr. Goldsmith's history of Rome: History of Rome,"Goldsmith, Oliver","SIMPSON, Robert - Author of an “Introduction to Collections for Schools.”",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001454483,British Library HMNTS 1440.c.18.
001454689,[Another edition.] With ... illustrations by William Mulready.,"London: T. Nelson & Sons, etc. 1888 [1887]",,,"[The vicar of Wakefield ... With a memoir of Goldsmith, by Professor Masson.]: The Vicar of Wakefield","Goldsmith, Oliver","MULREADY, William.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001454689,British Library HMNTS 12613.bbb.8.|British Library HMNTS 012633.h.10.
001454713,[Another edition.] With ... illustrations by Wm. Mulready.,"Bliss, Sands, & Foster",1896,London,"[The vicar of Wakefield. Nouvelle édition, avec une notice, un argument analytique et des notes par M. l'Abbé B. Colpin.]: The Vicar of Wakefield","Goldsmith, Oliver","MULREADY, William.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001454713,British Library HMNTS 012624.i.1.
001454726,[Another edition.] With sixteen illustrations by C. E. Brock.,Service & Paton,[1898],London,"[The vicar of Wakefield, etc.]: The Vicar of Wakefield","Goldsmith, Oliver","BROCK, Charles Edmund.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001454726,British Library HMNTS 012621.h.48.
001455202,,London,1751,,"A description of the ancient ... city of Bristol, a poem. ... Revised, with large additions, by I. Smart ... Second edition","GOLDWIN, William.","SMART, Isaac.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001455202,British Library HMNTS 992.h.14.(1.)
001455617,,Paris,1852,,"La Finlande, notes recueillies en 1848 pendant une excursion de Saint Pétersbourg à Torneo","GOLITSUIN, Emmanuel Mikhailovich - Prince","MESMES, Jean Jacques de - Sieur de Roissy",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001455617,British Library HMNTS 10291.d.15.
001456370,,Санктпетербургъ,1864,,Сочиненія и переводы В. М. Г. (Жизнеописаніе В. М. Г. [by N. J. Grech.]),"GOLOVNIN, Vasily Mikhailovich.","GRECH, Nikolai Ivanovich.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001456370,British Library HMNTS 10026.i.23.
001456382,,London,1852,,Japan and the Japanese ... New and revised edition [by S. R.],"GOLOVNIN, Vasily Mikhailovich.","R., S.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001456382,British Library HMNTS 10055.c.31.
001457017,,Rouen,1861,,Rouen au Dix-Septième Siècle ... Précédé d'une notice sur quelques anciens plans de Rouen et sur la population de cette ville à diverses époques par E. Frère,"GOMBOUST, Jacques.","FRÈRE, Édouard Benjamin.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001457017,British Library HMNTS 10170.dd.36.
001457411,,Madrid,"1891, etc",,La Isla de Puerto-Rico.-Bosquejo histórico. Por D. J. G. Gomez y A. Sendras y Burin [i.e. completed by the latter],"GÓMEZ, Juan Gualberto.","SENDRAS Y BURIN, Antonio.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001457411,British Library HMNTS 9771.cc.7.
001458051,,Santiago de Chile,1889,,"Historia geográfica, natural y civil del reino de Chile ... Publicada con una introduccion biográfica y notas por J. T. Medina","GÓMEZ DE VIDAURRE, Felipe.","MEDINA, José Toribio.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001458051,British Library HMNTS 10481.i.14.
001459633,,Lyon,1844,,"Vaucanson à Lyon, en 1744. Documents historiques pour servir à l'histoire de la ville de Lyon, au XVIIIe siècle, recueillis et publiés par P.-M. Gonon","GONON, Pierre Marie.","VAUCANSON, Jacques de.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001459633,British Library HMNTS 010168.h.26.
001460676,,Valencia,1891,,"Historia del gobierno del doctor J. P. Rojas Paul, Presidente de los Estados Unidos de Venezuela, en el período constitucional de 1888 á 1890","GONZÁLEZ GUINÁN, Francisco.","ROJAS PAÚL, Juan Pablo - President of the United States of Venezuela",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001460676,British Library HMNTS 9772.d.21.
001460685,,London,1865,,"Documents from Simancas relating to the reign of Elizabeth (1558-68). Translated from the Spanish ... and edited, with notes and introduction, by S. Hall, etc","GONZÁLEZ HERNÁNDEZ, Tomás - Canónigo de Plasencia","HALL, Spencer - Librarian to the Athenæum",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001460685,British Library HMNTS 9512.dd.3.
001461218,,Stuttgart,1890,,Nilfahrt. Mit ... Illustrationen ... von R. Mainella,"GONZENBACH, C. von.","MAINELLA, Rafaello.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001461218,British Library HMNTS 10095.i.10.
001461595,,London,1829,,"Containing all the author's final corrections and improvements. Third edition, with much additional modern information on Physiology, Practice, Pathology, and the nature of diseases in general. By S. Cooper","GOOD, John Mason.","COOPER, Samuel - Senior Surgeon to University College Hospital",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001461595,British Library HMNTS 806.dd.6.
001462330,,New York,1899,Doubleday & McClure Co.,"With Sampson through the War ... Being an account of the naval operations of the North Atlantic Squadron during the Spanish American war of 1898. With contributed chapters by Rear Admiral Sampson, Captain R. D. Evans, Commander C. C. Todd","GOODE, William Athelstane Meredith.","EVANS, Robley Dunglison - Admiral, U.S. Navy|SAMPSON, William Thomas.|TODD, Chapman Coleman.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001462330,British Library HMNTS 9770.b.10.|British Library HMNTS 9770.b.13.
001462851,,Sheffield,1898,J. Hall & Co.,"Conisborough and Conisborough Castle ... A discourse by a former resident. [Signed: W. A. G., i.e. W. A. Goodlad.]","GOODLAD, William Albert.","G., W. A.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001462851,British Library HMNTS 010347.m.2.(4.)
001462878,,London,1896,Downey & Co.,College Girls. [Tales.] ... Illustrated by C. D. Gibson,"GOODLOE, Abbe Carter.","GIBSON, Charles Dana.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001462878,British Library HMNTS 012627.l.6.
001463004,,London,1839,R. Bentley,The Court of King James the First ... To which are added letters illustrative of the personal history of the most distinguished characters in the court of that monarch and his predecessors. Now first published from the original manuscripts by J. S. Brewer,"GOODMAN, Godfrey - Bishop of Gloucester","BREWER, John Sherren - Historian",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001463004,British Library HMNTS 807.c.17.
001465181,,Београд,1890,,Истина о Македонији ... Одговор на Хронов клеветнички спис “Народност македонских словена.” (Превео с немачког Милан Касумовић.],"Gopčević, Spiridion","HRON, Carl.|KASUMOVIĆ, Milan.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001465181,British Library HMNTS 9458.k.11.
001465920,,London,1894,Isbister & Co.,"Greater Love. By A. Gordon. And other stories by R. Barr, E. Halsted, etc","GORDON, Alexander - Writer of Stories","HALSTED, Elinor.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001465920,British Library HMNTS 012630.f.61.
001466115,,London,1881,De la Rue & Co.,"Colonel Gordon in Central Africa, 1874-79, with ... map ... From original letters and documents. Edited by G. Birkbeck Hill: Appendix","GORDON, Charles George - Major-General","HILL, George Birkbeck Norman.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001466115,British Library HMNTS 10097.h.18.
001466417,,Boston [Mass.],1880,"Houghton, Osgood & Co.","History of the campaign of the army of Virginia, under John Pope, ... from Cedar Mountain to Alexandria, 1862","GORDON, George H. - Major-General U.S. Volunteers","POPE, John - Major-General",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001466417,British Library HMNTS 9615.ee.7.
001466748,,Dublin,1820,,"An historical and geographical memoir of the North-American continent; its nations and tribes: by the Rev. J. B. G. With a summary account of his life, etc. [by T. Jones.]","GORDON, James Bentley.","JONES, Thomas - of Nutgrove School, Rathfarnham",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001466748,British Library HMNTS 10408.f.12.
001466751,,Paris,1808,,Histoire d'Irlande ... traduite de l'Anglais ... par P. Lamontagne,"GORDON, James Bentley.","LA MONTAGNE, Pierre de - Baron",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001466751,British Library HMNTS 9509.b.26.
001466991,,"Sampson Low, Marston, Searle & Rivington",1880,London,Songs and etchings in shade and sunshine. By J. E. G. [i.e. J. E. Gordon.],"GORDON, Julia Emily.","G., J. E.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001466991,British Library HMNTS 11652.k.4.
001466998,,Philadelphia; London,1895 [1894],J. B. Lippincott Co.,Poppæa,"GORDON, Julien - pseud. [i.e. Julie Grinnell Cruger.]","CRUGER, Julie Grinnell.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001466998,British Library HMNTS 012629.f.18.
001467103,,London,1865,,"Letters from Egypt, 1863-65. [Edited by Sarah Austin.]","GORDON, Lucie Duff - Lady","AUSTIN, Sarah.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001467103,British Library HMNTS 10096.bb.35.
001467104,,London,1875,,"Last Letters from Egypt: To which are added Letters from the Cape, by Lady Duff Gordon. With a memoir by her Daughter, Mrs. Ross","GORDON, Lucie Duff - Lady","Ross, Janet",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001467104,British Library HMNTS 10095.de.1.
001468447,,Petersburg,1898,,Zarys historji włościan w Polsce. Przekład A. Dobrowolskiego,"GOREMUIKIN, I. L.","DOBROWOLSKI, Adam - Librarian",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001468447,British Library HMNTS 9475.b.49.
001469086,,Leiden,1862,,"De Bestorming der vesting Bergen op Zoom, op den 8sten Maart 1814, beschreven. [Edited by L. J. F. Janssen.]","GORKUM, Jan Egbertus van.","JANSSEN, Leonardus Jan Frederik.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001469086,British Library HMNTS 9414.h.16.
001471222,,Boston [U.S.],1867,,"The Soldier's Story of his Captivity at Andersonville, Bell Isle, and other Rebel Prisons ... Illustrated by T. Nast","GOSS, Warren Lee.","NAST, Thomas.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001471222,British Library HMNTS 9602.bb.10.
001471763,[Another edition.] 'Tis merry when Gossips meet.,London,1818,Chiswick Press,"[Well met, Gossip; or, 'Tis Merry when Gossips meet. Newly enlarged with very merry songs, pleasant for maids, wives, and widdows: and delightfull to all that shall read it. [By S. Rowlands.] B.L.]",,"ROWLANDS, Samuel.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001471763,British Library HMNTS 1077.i.33.(4.)|British Library HMNTS C.151.e.6.(1.)
001473603,,Philadelphia,1881,Lippincott & Co.,"Notes of a Pianist ... during his professional tours in the United States, Canada, the Antilles, and South America. Preceded by a short biographical sketch, with contemporaneous criticisms. Edited by ... Clara Gottschalk. Translated from the French by R. E. Peterson","GOTTSCHALK, Louis Moreau.","GOTTSCHALK, Clara.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001473603,British Library HMNTS Mic.A.9280.(5.)|British Library HMNTS 10408.ee.17.
001474003,,'s-Gravenhage,1822,Erve J. Thierry en C. Mensing & Zoon,Nalezing mijner Herinneringen van Gouda: Mijne herrinneringen van Gouda. [By H. Griffioen van Waerder.],,"WAERDER, H. Griffioen van.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001474003,British Library HMNTS 10261.d.35.|British Library HMNTS 10271.d.17.
001474062,,Rennes,1870,,"Histoire de Chateaubriant, baronnie, ville et paroisse, par ... C. G. ... Avec la collaboration de l'Abbé Guillotin de Corson ... pour la partie des Barons résidants","GOUDÉ, Charles.","GUILLOTIN DE CORSON, Amédée.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001474062,British Library HMNTS 10170.h.27.
001474066,,Paris,1892,,"Paysages parisiens, heures, et saisons. Illustrations composées et gravées ... par A. Lepère","GOUDEAU, Émile.","Lepère, Auguste",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001474066,British Library HMNTS 10172.f.22.
001474068,,Paris,1893,,Tableaux de Paris ... Paris qui consomme. Dessins de P. Vidal,"GOUDEAU, Émile.","VIDAL, Pierre - Artist",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001474068,British Library HMNTS 10171.dd.2.
001474535,,London,1898,S. Low & Co.,The Founding of South Australia as recorded in the journals of Mr. R. Gouger ... Edited by E. Hodder,"GOUGER, Robert.","HODDER, Edwin.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001474535,British Library HMNTS 9772.bb.30.
001476129,,London,1897,Methuen & Co.,Bladys of the Stewponey. ... Illustrated by F. H. Townsend and B. Munns,"Baring-Gould, S. (Sabine)","MUNNS, B.|TOWNSEND, Frederick Henry.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001476129,British Library HMNTS 012625.l.33.
001476229,,London,"1891, [1890]",W. H. Allen & Co.,In Troubadour-Land. A ramble in Provence and Languedoc ... Illustrated by J. E. Rogers,"Baring-Gould, S. (Sabine)","ROGERS, J. E.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001476229,British Library HMNTS 010171.h.36.
001476241,,London,1880,"Smith, Elder & Co.",Mehalah: a story of the Salt Marshes. [By S. Baring Gould.],"Baring-Gould, S. (Sabine)","SAVAGE, Reginald.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001476241,British Library HMNTS 12641.k.11.
001476925,,Paris,1861,,Le Bois de Boulogne. Illustrations d'E. Morin,"GOURDON, Edouard.","MORIN, Edmond - Artist",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001476925,British Library HMNTS 10172.dd.19.
001477537,,Haarlem,1876,,"Amsterdamsche Tafereelen ... Met platen, geteekend en op Steen gebragt door J. C. Greive","GOUW, Jan ter.","GREIVE, J. C.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001477537,British Library HMNTS 10270.g.1.
001477882,,London,1887,Richard Bentley & Son,"The Government Official. A novel. [By Charlotte E. L. Riddell, with the assistance of A. H. Norway.]",,"NORWAY, Arthur Hamilton.|Riddell, J. H. - Mrs",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001477882,British Library HMNTS 012639.k.20.
001477897,,Aberdeen,[1898.],Moran & Co.,My First Prisoner. By the Governor. [A story. The dedication signed: B. T.],,"T., B.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001477897,British Library HMNTS 012628.n.24.
001478218,,London,1886,J. C. Nimmo,Edinburgh and its neighbourhood in the days of our grandfathers. A series of (eighty) illustrations [drawn by T. H. Shepherd]. ... with historical and descriptive sketches,"GOWANS, James - Sir","SHEPHERD, Thomas Hosmer.",,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum001478218,British Library HMNTS 10369.h.14.
